S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
59,4,42,2,1,4,118,59,42,54.57629540870392
61,2,48,2,2,10,122,122,96,31.363241252434374
59,1,59,3,2,1,177,118,118,37.05389292488609
59,1,59,2,2,8,118,118,118,36.8725131357531
57,2,41,3,1,7,171,57,41,38.53749313528117
58,4,64,3,1,7,174,58,64,41.39067854692328
59,5,49,3,1,8,177,59,49,36.31125483782545
58,1,43,2,2,7,116,116,86,33.11900198711842
65,3,65,1,1,5,65,65,65,64.74205580156274
61,1,57,3,2,3,183,122,114,42.047401553236384
58,1,54,2,1,2,116,58,54,54.88511181406135
64,2,42,3,2,9,192,128,84,28.316595952757034
59,4,42,3,2,7,177,118,84,37.881177090544305
63,1,56,2,2,5,126,126,112,54.194556232278096
58,1,60,2,3,2,116,174,180,33.870209141421974
62,4,52,3,2,3,186,124,104,43.05461165409744
61,4,54,3,1,3,183,61,54,48.018157284416205
56,4,44,2,1,8,112,56,44,41.42752322510366
63,1,56,3,2,10,189,126,112,30.757839278352353
55,2,56,3,1,7,165,55,56,38.70374684501728
57,1,57,3,2,9,171,114,114,27.56225864784049
61,1,62,3,3,5,183,183,186,31.740072740345536
59,4,48,2,2,2,118,118,96,42.238065054569674
59,1,42,2,1,3,118,59,42,51.32705433310346
56,3,54,1,1,8,56,56,54,46.379251476026596
60,1,63,2,1,4,120,60,63,58.715874265089866
56,3,54,1,2,6,56,112,108,37.76468276596272
56,3,55,3,1,4,168,56,55,52.73701434683802
56,2,51,3,2,4,168,112,102,34.47351039027498
62,2,36,1,1,7,62,62,36,56.63534467679173
58,1,54,2,2,8,116,116,108,33.03376912405274
58,2,27,1,1,3,58,58,27,52.34901641882229
64,2,49,1,2,4,64,128,98,51.15331492905935
55,2,56,1,2,2,55,110,112,50.82347449788168
56,3,54,1,2,9,56,112,108,34.102566856638305
59,1,63,3,3,10,177,177,189,22.767856977994786
61,4,48,1,1,8,61,61,48,47.93892696235947
62,5,42,1,1,10,62,62,42,43.42135557093987
60,3,52,1,2,9,60,120,104,36.264503869166454
63,5,47,2,1,6,126,63,47,48.06154473707454
59,1,63,3,3,10,177,177,189,17.258522468395324
58,3,39,3,1,5,174,58,39,46.48328088759335
56,1,63,1,3,4,56,168,189,30.874962490683014
60,2,41,2,2,6,120,120,82,39.74995095053822
62,2,68,1,1,1,62,62,68,62.0
57,2,41,3,1,4,171,57,41,46.6516243161624
62,3,51,2,1,10,124,62,51,40.837999483266366
61,1,42,1,2,7,61,122,84,38.489123853468314
61,3,66,1,1,6,61,61,66,48.81991661051516
61,2,35,3,1,7,183,61,35,44.02886152304447
59,5,51,2,1,7,118,59,51,44.073957064440265
60,1,63,3,2,2,180,120,126,43.94408952894407
58,3,50,1,1,3,58,58,50,58.0
56,2,54,1,2,2,56,112,108,42.41758092640353
57,1,50,1,2,8,57,114,100,34.81657261373933
64,4,55,1,1,2,64,64,55,64.0
59,3,61,2,1,4,118,59,61,50.139884220392176
57,2,47,3,2,2,171,114,94,42.67168300360091
58,1,54,1,1,5,58,58,54,51.03731256099853
58,3,39,3,1,10,174,58,39,38.60336143390528
58,3,54,1,1,1,58,58,54,55.795343022967124
58,3,57,3,1,3,174,58,57,45.468493189309015
64,4,55,2,1,7,128,64,55,49.059134163273086
60,1,43,1,1,5,60,60,43,47.31789420074682
62,3,58,1,2,1,62,124,116,43.8081204198809
63,5,47,3,1,8,189,63,47,42.19965946642307
60,5,45,1,1,7,60,60,45,38.19356431326603
57,1,50,1,1,1,57,57,50,50.97677487403326
58,1,42,2,1,5,116,58,42,49.94117909249394
55,3,59,2,2,4,110,110,118,44.46924005308715
64,4,55,1,1,10,64,64,55,48.603128142568835
62,2,45,2,1,1,124,62,45,47.7178133614424
57,1,57,2,2,8,114,114,114,34.630003149436426
58,3,31,3,1,2,174,58,31,41.49862398529216
61,2,45,2,2,1,122,122,90,43.466061268184795
58,3,50,2,1,9,116,58,50,41.2311974206338
61,4,55,2,1,6,122,61,55,46.11701051025124
55,3,28,1,1,5,55,55,28,55.0
64,5,62,1,1,8,64,64,62,48.09371871753181
59,4,44,2,1,8,118,59,44,42.887593548617346
58,3,53,1,1,6,58,58,53,46.134266179885365
57,1,50,1,1,2,57,57,50,50.51745879941026
57,4,60,1,2,2,57,114,120,38.97680614399167
59,4,27,2,1,3,118,59,27,50.50900190560972
62,2,36,2,1,9,124,62,36,42.12892396379933
56,1,51,2,1,10,112,56,51,42.50910395062661
62,4,52,2,1,7,124,62,52,53.57617592235661
57,4,50,1,2,4,57,114,100,47.328972945886676
61,4,54,2,1,10,122,61,54,45.73553470463131
59,3,53,1,1,4,59,59,53,54.764687608491855
64,1,59,1,2,6,64,128,118,44.46155589319744
63,1,56,3,1,9,189,63,56,36.63488800501375
55,1,54,2,2,4,110,110,108,38.06712517290261
62,4,42,1,1,3,62,62,42,62.0
56,3,55,1,2,2,56,112,110,43.043628958904044
55,3,51,2,1,5,110,55,51,48.18711487377933
65,1,47,1,2,7,65,130,94,45.49395811619238
57,1,57,2,2,1,114,114,114,38.661875634393795
65,4,48,2,2,4,130,130,96,48.43415105079884
58,5,57,2,1,2,116,58,57,52.54754230362125
57,1,58,1,2,1,57,114,116,35.11868724396314
55,3,51,3,1,8,165,55,51,40.546331769412
62,2,45,2,1,8,124,62,45,45.92592682583612
59,4,44,2,2,5,118,118,88,41.11751471110162
58,2,49,3,1,2,174,58,49,47.71691579023801
57,4,62,1,2,7,57,114,124,41.473627133398026
65,2,48,2,1,6,130,65,48,53.01425565792804
58,3,51,2,2,1,116,116,102,44.818576517836206
60,5,56,3,1,1,180,60,56,54.54101374495654
60,4,43,2,2,7,120,120,86,44.29294129403579
64,3,56,1,2,7,64,128,112,44.284282701994165
60,2,47,2,2,10,120,120,94,26.919567579310407
57,5,64,2,1,1,114,57,64,51.78203994634335
55,4,35,2,1,5,110,55,35,55.0
61,1,57,2,1,2,122,61,57,51.574526824240074
56,1,68,1,3,9,56,168,204,27.578567089667654
59,4,62,1,2,2,59,118,124,43.72974057194179
61,4,43,1,1,10,61,61,43,40.0019467001459
56,4,44,2,2,1,112,112,88,39.619347122375146
60,5,48,2,1,1,120,60,48,53.0690112994291
63,4,56,1,1,7,63,63,56,62.4163105000194
64,2,48,3,1,9,192,64,48,38.45407375208185
65,3,65,2,2,6,130,130,130,44.07223961599158
64,5,51,3,1,3,192,64,51,49.71108664484088
59,4,44,2,1,4,118,59,44,49.203242208110034
62,3,51,2,1,3,124,62,51,54.609588588404
65,4,40,2,1,10,130,65,40,36.6225109188957
58,1,60,3,1,1,174,58,60,46.53390574603119
62,4,51,2,2,8,124,124,102,39.01388333630442
57,1,50,3,2,4,171,114,100,39.528708318562416
64,4,48,1,2,10,64,128,96,41.44734678177134
58,4,64,2,2,2,116,116,128,39.409675732034195
60,2,58,2,1,2,120,60,58,48.84232105783731
59,4,54,1,2,9,59,118,108,37.21743694503217
55,3,51,3,2,9,165,110,102,29.296530311897897
61,2,45,1,1,10,61,61,45,42.4908653272584
62,3,57,2,2,1,124,124,114,46.387749305620815
61,1,62,2,2,2,122,122,124,45.35375309453328
62,4,44,3,1,6,186,62,44,46.76022973359685
63,5,44,3,1,3,189,63,44,55.21914447394629
59,2,33,1,1,8,59,59,33,41.324611301396025
65,4,48,3,1,3,195,65,48,52.46949945371332
60,1,63,3,1,2,180,60,63,51.50799144109518
60,4,46,2,2,7,120,120,92,34.0862555036004
58,2,63,3,2,2,174,116,126,38.102369177112294
65,3,65,1,1,4,65,65,65,65.0
64,4,55,1,2,9,64,128,110,40.56723258031477
60,4,60,1,1,2,60,60,60,54.17220402846803
59,4,61,3,2,10,177,118,122,28.789591055239697
58,3,57,3,1,1,174,58,57,50.45476045306843
58,1,43,3,2,7,174,116,86,32.93899410441817
64,2,63,2,1,1,128,64,63,55.320213957577856
61,1,42,2,1,2,122,61,42,54.477038179981946
63,2,56,2,2,4,126,126,112,47.719607037864016
60,5,45,1,1,6,60,60,45,52.98319071715811
59,5,41,2,1,3,118,59,41,44.978916774405725
56,5,52,1,1,10,56,56,52,45.321837648374206
58,2,63,1,2,5,58,116,126,45.212304309626056
61,2,55,3,2,9,183,122,110,30.797393525058467
57,3,46,3,2,10,171,114,92,29.54731667715158
62,4,52,3,2,1,186,124,104,45.55022886083694
61,1,62,2,2,5,122,122,124,42.66837121439494
56,2,56,2,1,1,112,56,56,48.843159788883675
65,2,58,3,1,3,195,65,58,48.240732772371736
58,2,49,1,1,10,58,58,49,38.96035068211812
62,4,50,3,2,4,186,124,100,38.49053151504882
55,5,26,1,1,9,55,55,26,34.50924757655609
63,3,60,2,2,5,126,126,120,46.953253436510366
64,1,38,1,1,10,64,64,38,47.161833569214004
59,1,59,2,1,2,118,59,59,46.600030603498325
56,1,68,1,2,9,56,112,136,34.7538570055969
64,3,37,1,1,1,64,64,37,64.0
62,1,64,2,3,7,124,186,192,31.46920445416639
63,1,56,1,1,1,63,63,56,57.27511636554592
57,2,41,2,1,4,114,57,41,52.917969680355505
64,1,53,3,2,2,192,128,106,44.688800979381746
61,1,57,2,1,9,122,61,57,40.98000451942358
55,5,26,1,1,1,55,55,26,55.0
65,3,65,2,2,10,130,130,130,37.21854629933496
57,3,46,2,2,9,114,114,92,29.42180909984479
59,2,58,3,2,1,177,118,116,37.98265021297462
60,4,46,1,1,7,60,60,46,48.08662223144798
55,2,56,1,2,3,55,110,112,41.1582451348525
56,3,52,2,2,7,112,112,104,33.30270527586884
59,4,54,3,2,2,177,118,108,38.02685440312833
63,1,30,1,1,4,63,63,30,56.4547154852444
57,1,50,1,1,1,57,57,50,51.21948131133915
58,2,63,1,3,8,58,174,189,33.45891294898301
55,2,56,1,1,5,55,55,56,52.16147672644729
56,1,64,3,3,4,168,168,192,28.016228243952057
58,2,64,2,1,6,116,58,64,48.702761451397215
59,2,50,3,1,4,177,59,50,45.236222859068704
61,4,55,2,1,5,122,61,55,48.00069938643532
65,2,58,2,2,1,130,130,116,45.7468722363815
59,1,42,3,1,10,177,59,42,33.65715798247634
59,5,65,2,1,3,118,59,65,51.718402658596524
57,2,61,3,2,4,171,114,122,37.87857144081518
61,4,43,3,1,8,183,61,43,40.01974758930197
56,1,64,2,1,5,112,56,64,56.0
61,3,54,1,2,5,61,122,108,38.85148320923586
55,2,54,3,1,6,165,55,54,45.6515822094246
58,2,49,2,1,3,116,58,49,51.1630063400145
64,1,38,1,1,5,64,64,38,60.401631769202865
58,1,47,1,1,6,58,58,47,43.332567658192254
58,3,50,1,2,4,58,116,100,46.72001820177806
58,3,57,2,2,5,116,116,114,41.84408719723051
60,1,63,1,3,3,60,180,189,39.73238998461486
65,3,65,3,1,9,195,65,65,36.04244327680287
60,5,55,2,1,10,120,60,55,40.34456162738763
56,2,44,3,2,6,168,112,88,32.183360133532915
55,5,26,3,1,10,165,55,26,30.455841674020668
59,1,59,1,1,6,59,59,59,57.37740499531935
55,1,52,3,1,5,165,55,52,42.065645716050504
61,2,45,1,1,6,61,61,45,49.1504197698547
60,4,60,2,1,10,120,60,60,40.877861064000086
63,1,65,2,1,6,126,63,65,45.382040809296214
61,4,43,3,1,4,183,61,43,54.24967306632476
61,1,57,3,1,6,183,61,57,48.74107329804477
60,5,48,1,1,7,60,60,48,53.65848135352407
65,2,58,3,1,2,195,65,58,48.119138193797916
58,1,47,3,1,1,174,58,47,43.908674989139406
58,3,57,2,1,9,116,58,57,39.43718631964215
56,2,44,1,1,9,56,56,44,39.25959524274447
63,3,57,2,2,9,126,126,114,33.392668495386154
63,1,35,2,1,10,126,63,35,43.84329111080462
59,1,51,1,1,4,59,59,51,51.7650289424403
58,4,64,1,2,7,58,116,128,39.355147703347505
60,2,42,3,1,9,180,60,42,42.093172625702486
61,4,48,3,1,3,183,61,48,54.93296572960385
64,2,49,3,1,6,192,64,49,47.86866821220355
59,3,52,3,2,8,177,118,104,34.44058439410869
58,3,51,2,1,7,116,58,51,42.86819216038212
62,1,57,2,2,9,124,124,114,32.14445603493259
59,4,61,3,1,5,177,59,61,52.29208279523632
59,3,65,1,2,1,59,118,130,47.153908074730694
57,4,50,1,1,10,57,57,50,36.13295100375311
65,3,65,2,2,10,130,130,130,38.92186102169266
56,4,42,1,2,1,56,112,84,41.281899493437926
55,3,51,2,1,3,110,55,51,50.68285956352433
55,1,52,3,1,5,165,55,52,41.29941808973482
59,4,44,2,2,6,118,118,88,30.68678369074264
57,1,50,3,1,5,171,57,50,44.35005934955378
61,1,57,3,1,7,183,61,57,49.341833530826364
63,1,56,1,2,6,63,126,112,43.37016390898919
56,2,54,1,2,4,56,112,108,41.65253265610651
60,2,58,3,2,4,180,120,116,32.05327997181414
64,1,37,2,1,4,128,64,37,60.05373505467282
62,4,50,1,2,9,62,124,100,35.856649117764846
57,1,50,2,2,2,114,114,100,40.8976728754266
59,5,51,3,1,10,177,59,51,35.04745003720277
56,1,64,2,2,6,112,112,128,36.45522718509677
60,3,52,2,2,10,120,120,104,25.066613810513623
55,1,31,3,1,9,165,55,31,35.9497674378769
63,5,47,1,1,2,63,63,47,51.50154781329058
64,2,42,1,2,5,64,128,84,54.05678247474932
62,5,54,1,1,10,62,62,54,43.080540040020246
64,1,59,1,2,10,64,128,118,32.70928846238767
58,3,54,1,2,3,58,116,108,42.86314489694441
61,4,48,3,2,1,183,122,96,38.692707200894944
59,5,49,2,1,10,118,59,49,44.132606565181284
56,3,52,2,1,10,112,56,52,35.40855723911794
60,5,45,3,1,7,180,60,45,47.56151073297752
61,4,45,3,2,10,183,122,90,30.091749837932863
60,1,63,1,3,5,60,180,189,36.260502145403805
55,2,56,1,2,4,55,110,112,43.07774960445806
57,3,30,1,1,6,57,57,30,55.928482821734484
57,3,35,2,1,2,114,57,35,51.886026281648746
61,3,77,2,1,9,122,61,77,43.425652115473916
62,2,55,2,1,4,124,62,55,53.75835232654888
61,4,73,2,1,2,122,61,73,50.279340747264946
58,1,47,1,2,5,58,116,94,47.47663079908651
61,2,49,1,2,3,61,122,98,50.58358792562535
62,3,57,2,2,6,124,124,114,41.0173946274606
63,1,51,2,2,7,126,126,102,34.52738001447042
61,4,59,1,2,10,61,122,118,31.94817227227947
58,3,39,3,1,1,174,58,39,46.6973505072831
61,4,45,2,1,9,122,61,45,48.23005967427661
59,1,63,2,3,2,118,177,189,30.723379614522123
65,3,65,2,2,9,130,130,130,36.328632950500584
58,1,59,3,1,2,174,58,59,44.41536562635761
63,1,49,3,1,5,189,63,49,46.614745640534004
56,1,63,2,1,8,112,56,63,40.972645544408245
60,2,42,2,2,5,120,120,84,39.468117343167755
56,4,44,1,1,4,56,56,44,55.263342569181155
55,3,51,2,2,6,110,110,102,36.93604818282574
61,3,61,1,1,2,61,61,61,53.18202534362206
62,3,57,3,1,5,186,62,57,48.70053836274999
57,1,57,1,1,2,57,57,57,52.61401474696671
59,3,33,1,1,3,59,59,33,56.06828193288993
62,2,44,2,2,10,124,124,88,35.22902241055826
55,3,59,1,1,7,55,55,59,47.40488817781217
64,2,48,2,1,8,128,64,48,42.00036876173575
56,4,57,3,2,10,168,112,114,28.21529548524473
59,3,52,1,2,1,59,118,104,50.12236583560956
61,4,73,2,1,5,122,61,73,51.824167121566475
62,5,39,1,1,6,62,62,39,50.54913643005214
56,5,55,1,1,9,56,56,55,41.27599152722311
64,3,37,2,1,1,128,64,37,55.070816599094265
60,1,63,3,3,6,180,180,189,31.762321540940217
57,3,59,2,2,7,114,114,118,35.158021486256914
62,2,64,3,2,10,186,124,128,30.645611198980315
60,4,60,2,2,4,120,120,120,41.85042451960915
61,3,43,1,2,9,61,122,86,44.74648896130197
63,1,65,1,1,4,63,63,65,63.0
62,4,50,2,1,4,124,62,50,62.0
62,4,51,2,2,2,124,124,102,37.91176546828104
63,5,54,2,1,4,126,63,54,46.86403778342586
63,1,56,2,1,1,126,63,56,63.0
61,3,54,3,1,8,183,61,54,39.43290707112569
55,3,51,3,2,2,165,110,102,37.92507997244964
61,1,62,1,2,7,61,122,124,48.16003802442997
63,5,68,3,1,7,189,63,68,44.21446745696074
56,4,57,1,2,3,56,112,114,45.11681608166566
59,3,33,3,1,8,177,59,33,39.026341251769814
63,1,59,1,1,4,63,63,59,56.21058335971013
60,1,43,2,1,9,120,60,43,42.30544193259401
62,4,51,2,1,7,124,62,51,49.154974985839296
59,1,59,3,1,8,177,59,59,44.20774526418792
57,2,61,1,2,3,57,114,122,40.24681162657821
63,1,49,1,1,5,63,63,49,63.0
61,3,54,3,1,8,183,61,54,42.88348719225254
59,3,61,2,2,4,118,118,122,44.38618114231353
59,3,33,3,1,9,177,59,33,39.728298123768745
62,4,52,3,1,8,186,62,52,46.23638900511243
60,2,58,3,1,6,180,60,58,52.45994810484621
60,2,47,2,1,5,120,60,47,45.77234489835164
59,1,42,3,2,2,177,118,84,39.13238689262158
56,2,51,3,2,3,168,112,102,36.347555399746916
61,1,57,2,1,7,122,61,57,49.84933046805862
61,4,43,1,1,6,61,61,43,49.569612909831854
61,4,34,1,1,6,61,61,34,53.1536216769577
58,3,50,1,1,7,58,58,50,48.82573943145412
61,4,48,3,2,7,183,122,96,37.598356120244006
62,3,54,3,1,5,186,62,54,52.15446262557342
58,4,39,1,1,3,58,58,39,53.674760715913436
64,3,42,1,1,1,64,64,42,59.05764363058951
55,2,54,2,2,2,110,110,108,43.64548693170184
57,4,60,1,1,8,57,57,60,49.965298773823044
58,5,40,3,1,2,174,58,40,42.525493726781285
64,5,39,1,1,6,64,64,39,53.21334436884233
59,4,61,2,2,7,118,118,122,36.5904511109209
56,4,44,1,2,2,56,112,88,46.91615900009685
64,5,35,2,1,6,128,64,35,43.45330784161908
58,3,53,3,2,7,174,116,106,34.153866818876864
64,3,56,3,2,7,192,128,112,34.058380922809974
56,2,44,2,1,8,112,56,44,46.346259120975574
61,3,45,1,1,9,61,61,45,54.45388475978678
65,2,58,3,1,2,195,65,58,59.33265821052541
56,4,42,3,2,3,168,112,84,37.593230986893246
61,4,59,3,2,6,183,122,118,40.79858360016967
57,1,44,3,1,7,171,57,44,46.778572646252954
63,1,30,3,1,10,189,63,30,38.713726113251916
57,3,59,3,1,2,171,57,59,47.25607933119904
56,1,63,1,1,8,56,56,63,43.32490576814713
55,2,53,1,1,4,55,55,53,44.574735170749584
61,4,74,3,2,7,183,122,148,39.016136320683984
62,5,39,2,1,4,124,62,39,53.965709517299196
64,5,51,1,1,5,64,64,51,57.37833109881359
55,1,42,3,1,7,165,55,42,36.268294512518864
56,5,52,2,1,9,112,56,52,38.30396046156159
60,1,63,3,1,8,180,60,63,39.66717637384899
55,5,68,2,1,8,110,55,68,37.332489352143746
61,4,48,2,2,3,122,122,96,43.82183065993545
61,1,62,2,3,3,122,183,186,34.936236836964206
60,4,46,1,1,1,60,60,46,52.99359442320783
61,4,43,3,2,7,183,122,86,36.20401850943194
55,1,31,3,1,10,165,55,31,35.70960058756298
63,1,65,2,1,1,126,63,65,62.54054550783226
63,3,57,2,2,5,126,126,114,41.08627994165221
61,2,35,3,1,9,183,61,35,40.0876861112425
65,4,48,1,2,9,65,130,96,36.177272829055255
65,3,65,1,2,9,65,130,130,47.69816085518637
58,1,54,2,2,5,116,116,108,40.56707081113602
65,1,47,2,1,5,130,65,47,56.7753727970861
59,4,54,3,1,9,177,59,54,41.671163260152625
58,3,51,1,2,9,58,116,102,29.557978802692215
55,5,68,3,1,6,165,55,68,46.053351438085436
62,4,50,2,2,3,124,124,100,45.906678499546366
61,3,66,1,1,5,61,61,66,59.11274658034528
61,1,42,2,2,2,122,122,84,40.51302255769031
62,2,55,2,2,3,124,124,110,43.19718838419288
62,4,44,2,1,9,124,62,44,40.62696574279947
58,4,64,1,1,2,58,58,64,57.028965334695535
61,3,54,3,1,4,183,61,54,55.68841620963588
59,5,51,3,1,4,177,59,51,52.959429650355915
59,4,44,3,1,5,177,59,44,57.55148941342319
61,4,39,1,1,7,61,61,39,51.2923405612056
62,4,50,3,1,10,186,62,50,34.66125621251408
64,1,38,3,1,6,192,64,38,47.137371853893555
62,4,40,2,1,8,124,62,40,37.95469377375047
57,2,41,3,2,6,171,114,82,35.819643329572806
60,4,42,1,2,6,60,120,84,41.4297611982362
59,1,59,2,1,6,118,59,59,46.93670005087915
64,3,37,2,1,5,128,64,37,61.2880020646909
60,5,41,1,1,4,60,60,41,55.64073521545835
56,4,57,1,1,6,56,56,57,47.082458277903946
57,2,41,2,1,5,114,57,41,57.0
59,4,48,2,2,6,118,118,96,38.945651138370685
60,4,60,3,2,6,180,120,120,38.72249299885563
57,2,50,2,2,6,114,114,100,34.39069258379563
62,3,57,3,1,4,186,62,57,47.363090724542154
57,1,50,3,1,10,171,57,50,35.66980935632333
62,4,51,3,1,4,186,62,51,48.40153531755075
61,1,57,1,1,10,61,61,57,45.457845592345386
63,3,57,1,1,10,63,63,57,42.829080308144
61,1,57,2,2,10,122,122,114,36.40650166739209
60,3,52,1,2,9,60,120,104,36.364310843215016
55,1,42,2,1,8,110,55,42,38.48822872448476
65,4,57,1,2,2,65,130,114,50.2971478514116
58,4,39,3,1,7,174,58,39,40.68791887757536
57,1,57,1,1,10,57,57,57,39.477628547059616
59,3,61,1,2,8,59,118,122,40.33623458041301
60,4,60,1,1,9,60,60,60,43.94436114466499
58,5,57,1,1,2,58,58,57,57.93541053171623
62,3,58,1,1,7,62,62,58,52.02065587256315
56,2,51,2,2,10,112,112,102,29.775509558257884
59,2,58,3,2,7,177,118,116,31.945553330199356
59,4,46,1,1,2,59,59,46,49.761448830231195
57,2,61,1,2,7,57,114,122,40.22269434605687
62,3,51,1,1,3,62,62,51,52.57262800668077
56,4,57,1,1,2,56,56,57,52.34584959894013
59,4,62,1,2,8,59,118,124,38.198870410767576
63,3,60,3,1,6,189,63,60,46.9562019746127
63,1,65,2,2,8,126,126,130,37.47097865261416
60,5,48,3,1,7,180,60,48,41.987383588365624
61,3,77,1,2,4,61,122,154,44.43074705974956
57,3,59,3,2,5,171,114,118,35.373391795024695
58,3,53,1,2,1,58,116,106,43.04464926219965
60,1,63,2,3,6,120,180,189,32.003521852602134
59,4,47,2,2,3,118,118,94,41.86282100085855
58,2,63,1,3,5,58,174,189,35.77641530222256
55,2,56,2,1,8,110,55,56,38.99754191967144
65,2,48,1,1,2,65,65,48,55.863738226613734
60,5,56,1,1,2,60,60,56,57.154383678623034
58,4,64,3,1,1,174,58,64,50.092463937516285
59,4,44,1,1,4,59,59,44,56.55165576203453
59,3,33,2,1,9,118,59,33,46.46974581269431
61,4,49,3,2,2,183,122,98,46.728405448694005
62,2,68,3,2,6,186,124,136,45.68223803969315
64,1,53,2,2,3,128,128,106,42.61209695707176
62,4,44,3,2,9,186,124,88,32.1733245243302
58,1,59,3,1,10,174,58,59,35.647477281064084
58,3,51,2,2,8,116,116,102,31.95681219145799
59,1,59,3,1,1,177,59,59,51.90094066039588
59,5,65,1,1,3,59,59,65,59.0
61,4,55,3,1,4,183,61,55,52.45547010052885
62,1,57,3,1,8,186,62,57,47.45961388676589
61,4,55,1,1,5,61,61,55,57.97121259344644
65,3,65,1,2,4,65,130,130,47.48088832349621
62,2,44,3,2,8,186,124,88,36.27807414163969
62,4,51,3,1,6,186,62,51,44.80495320517117
55,3,51,1,2,10,55,110,102,32.62376878440678
60,1,43,1,2,8,60,120,86,35.38610166331394
65,4,48,3,2,5,195,130,96,44.722572912556664
58,1,59,2,1,5,116,58,59,56.05898541661503
65,1,47,2,1,3,130,65,47,54.603579860181895
60,1,43,2,1,2,120,60,43,52.776020937041345
59,3,61,1,1,10,59,59,61,44.77087628789638
65,2,48,2,2,9,130,130,96,35.60238297105805
58,3,53,1,1,7,58,58,53,45.672829702998335
60,1,43,1,2,6,60,120,86,45.48561066336985
56,2,51,3,2,2,168,112,102,36.61793017008759
58,4,39,2,1,3,116,58,39,46.62082134040686
63,3,44,3,2,3,189,126,88,41.392278540018765
65,4,57,2,1,3,130,65,57,60.58933995874698
58,3,51,1,2,5,58,116,102,44.84793882216813
61,4,48,2,1,8,122,61,48,48.34947228784408
59,1,37,3,1,5,177,59,37,51.032492831138114
58,1,54,3,2,2,174,116,108,36.19000875939335
56,1,63,3,3,5,168,168,189,30.54384501838584
61,4,49,1,1,4,61,61,49,61.0
59,4,44,3,2,8,177,118,88,32.52158325833911
59,5,39,3,1,6,177,59,39,45.380915551912985
65,1,47,1,2,7,65,130,94,43.55228195660105
56,1,50,2,1,10,112,56,50,35.17452390252283
64,2,48,1,2,4,64,128,96,52.77785214306671
57,3,30,2,1,9,114,57,30,34.75927689245032
58,3,57,2,1,10,116,58,57,34.58333791674447
62,3,51,2,1,9,124,62,51,40.29400104435132
62,1,57,1,2,6,62,124,114,43.33066281971105
61,3,43,3,2,8,183,122,86,29.78563115847663
58,3,57,1,1,9,58,58,57,40.27064691606274
61,4,45,3,2,1,183,122,90,38.905413807992566
55,2,56,3,1,9,165,55,56,34.2034872810386
56,3,55,3,2,5,168,112,110,37.59474994228766
58,4,38,3,1,9,174,58,38,28.763394219444073
58,3,53,2,1,10,116,58,53,38.32247593215965
57,2,47,2,1,8,114,57,47,46.62661413230903
64,5,49,3,1,2,192,64,49,57.336770896779186
61,2,49,1,2,4,61,122,98,47.30824988445744
57,2,50,3,2,3,171,114,100,39.93663520486996
57,1,50,3,1,9,171,57,50,35.44108495026157
59,4,27,1,1,10,59,59,27,47.17678358029825
57,1,44,3,2,5,171,114,88,39.995404794837164
62,2,68,1,3,7,62,186,204,34.91798353719997
59,4,48,1,2,3,59,118,96,45.60772679281565
65,3,65,2,1,4,130,65,65,62.6199285028874
59,3,61,2,1,1,118,59,61,51.03073948605931
59,5,36,1,1,1,59,59,36,54.32241282445669
59,1,63,1,3,9,59,177,189,29.70239782507957
61,4,54,1,1,6,61,61,54,50.90012297176452
63,1,49,3,1,2,189,63,49,42.39463398536417
56,3,55,1,1,6,56,56,55,50.58128795346487
62,2,68,2,2,8,124,124,136,41.757038631191534
56,1,64,2,2,1,112,112,128,35.76079551223868
62,1,64,1,3,10,62,186,192,27.42188609293873
62,4,51,3,1,10,186,62,51,36.173803251508055
57,4,42,2,2,10,114,114,84,30.262146483150605
59,5,41,1,1,1,59,59,41,50.0917119998436
57,4,60,1,1,8,57,57,60,40.56398681328882
55,2,53,3,1,3,165,55,53,48.44216920288291
58,3,54,3,2,5,174,116,108,35.184087338791926
58,5,57,3,1,8,174,58,57,41.22040234819666
56,5,55,3,1,4,168,56,55,44.296813975306
61,4,48,3,1,7,183,61,48,44.428220368021016
64,2,51,1,1,9,64,64,51,45.14395069012527
61,1,42,3,1,8,183,61,42,40.04263457227473
62,4,42,2,1,7,124,62,42,53.36290060299906
61,4,39,3,1,10,183,61,39,39.944775907042086
60,4,42,3,2,8,180,120,84,32.25704275554625
59,4,44,3,1,7,177,59,44,45.847166756008015
57,2,50,1,1,3,57,57,50,57.0
59,2,50,1,2,6,59,118,100,44.0141538987069
61,2,55,2,2,5,122,122,110,42.493549390082116
57,3,46,2,1,4,114,57,46,52.648005398230715
